"Fria Airport;""FIG"";""Fria"";""Fria""",,,,,,,
"Friday Harbor Airport;""FRD"";""Friday Harbor"";""Friday Harbor""",,,,,,,
"Friday Harbor Seaplane Base;""FBS"";""Friday Harbor"";""Friday Harbor""",,,,,,,
"Frieda River Airport;""FAQ"";""Frieda River"";""Frieda River""",,,,,,,
"Friedman Memorial Airport;""SUN"";""Hailey"";""Hailey""",,,,,,,
"Friedrichshafen Airport;""FDH"";""Friedrichshafen"";""Friedrichshafen""",,,,,,,
"Fritzlar Air Base;""FRZ"";""Fritzlar"";""Fritzlar""",,,,,,,
"Front Royal?€?Warren County Airport;""FRR"";""Front Royal"";""Front Royal""",,,,,,,
"Frutillar Airport;""FRT"";""Frutillar"";""Frutillar""",,,,,,,
"Fuerte Olimpo Airport;""OLK"";""Fuerte Olimpo"";""Fuerte Olimpo""",,,,,,,
"Fuerteventura Airport;""FUE"";""Fuerteventura"";""Fuerteventura""",,,,,,,
"Fujairah International Airport;""FJR"";""Fujairah"";""Fujairah""",,,,,,,
"Fukui Airport;""FKJ"";""Fukui"";""Fukui""",,,,,,,
"Fukuoka Airport;""FUK"";""Fukuoka"";""Fukuoka""",,,,,,,
"Fukushima Airport;""FKS"";""Sukagawa"";""Sukagawa""",,,,,,,
"Fulleborn Airport;""FUB"";""Fulleborn"";""Fulleborn""",,,,,,,
"Fullerton Municipal Airport;""FUL"";""Fullerton"";""Fullerton""",,,,,,,
"Fulton County Airport;""FTY"";""Atlanta"";""Atlanta""",,,,,,,
"Fulton County Airport;""RCR"";""Rochester"";""Rochester""",,,,,,,
"Fuma Airport;""FUM"";""Fuma"";""Fuma""",,,,,,,
"Funafuti International Airport;""FUN"";""Funafuti"";""Funafuti""",,,,,,,
"Funter Bay Seaplane Base;""FNR"";""Funter Bay"";""Funter Bay""",,,,,,,
"Furnace Creek Airport;""DTH"";""Death Valley"";""Death Valley""",,,,,,,
"Futaleuf?? Airfield;""FFU"";""Futaleuf??"";""Futaleuf??""",,,,,,,
"Futuna Airport;""FTA"";""Futuna Island"";""Futuna Island""",,,,,,,
"Fuvahmulah Airport;""FVM"";""Fuvahmulah"";""Fuvahmulah""",,,,,,,
"Fuyang Xiguan Airport;""FUG"";""Fuyang"";""Fuyang""",,,,,,,
"Fuyuan Dongji Airport;""FYJ"";""Fuyuan"";""Fuyuan""",,,,,,,
"Fuyun Koktokay Airport;""FYN"";""Fuyun"";""Fuyun""",,,,,,,
"Fuzhou Changle International Airport;""FOC"";""Fuzhou"";""Fuzhou""",,,,,,,
"G??iria Airport;""GUI"";""G??iria"";""G??iria""",,,,,,,
"G??k??eada Airport;""GKD"";""G??k??eada"";""G??k??eada""",,,,,,,
"G??llivare Airport;""GEV"";""G??llivare"";""G??llivare""",,,,,,,
"G??teborg City Airport;""GSE"";""Gothenburg"";""Gothenburg""",,,,,,,
"G??teborg Landvetter Airport;""GOT"";""Gothenburg"";""Gothenburg""",,,,,,,
"G??vle-Sandviken Airport;""GVX"";""G??vle"";""G??vle""",,,,,,,
"Gab??s ?€? Matmata International Airport;""GAE"";""Gab??s"";""Gab??s""",,,,,,,
"Gabbs Airport;""GAB"";""Gabbs"";""Gabbs""",,,,,,,
"Gabriel Vargas Santos Airport;""TME"";""Tame"";""Tame""",,,,,,,
"Gachsaran Airport;""GCH"";""Gachsaran"";""Gachsaran""",,,,,,,
"Gafsa ?€? Ksar International Airport;""GAF"";""Gafsa"";""Gafsa""",,,,,,,
"Gag Island Airport;""GAV"";""Gag Island"";""Gag Island""",,,,,,,
"Gage Airport;""GAG"";""Gage"";""Gage""",,,,,,,
"Gaggal Airport;""DHM"";""Kangra"";""Kangra""",,,,,,,
"Gagnoa Airport;""GGN"";""Gagnoa"";""Gagnoa""",,,,,,,
"Gahcho Kue Aerodrome;""GHK"";""Kennedy Lake"";""Kennedy Lake""",,,,,,,
"Gainesville Municipal Airport;""GLE"";""Gainesville"";""Gainesville""",,,,,,,
"Gainesville Regional Airport;""GNV"";""Gainesville"";""Gainesville""",,,,,,,
"Galatina Air Base;""LCC"";""Lecce"";""Lecce""",,,,,,,
"Galbraith Lake Airport;""GBH"";""Galbraith Lake"";""Galbraith Lake""",,,,,,,
"Galegu Airport;""DNX"";""Dinder"";""Dinder""",,,,,,,
"Galesburg Municipal Airport;""GBG"";""Galesburg"";""Galesburg""",,,,,,,
"Galion Municipal Airport;""GQQ"";""Galion"";""Galion""",,,,,,,
"Gallup Municipal Airport;""GUP"";""Gallup"";""Gallup""",,,,,,,
"Galp??es Airport;""LVB"";""Santana do Livramento"";""Santana do Livramento""",,,,,,,
"Galway Airport;""GWY"";""Galway"";""Galway""",,,,,,,
"Gam??t??/Rae Lakes Airport;""YRA"";""Gam??ti"";""Gam??ti""",,,,,,,
"Gamarmalamo Airport;""GLX"";""Galela"";""Galela""",,,,,,,
"Gamarra Airport;""GRA"";""Gamarra"";""Gamarra""",,,,,,,
"Gamba Airport;""GAX"";""Gamba"";""Gamba""",,,,,,,
"Gambela Airport;""GMB"";""Gambela"";""Gambela""",,,,,,,
"Gambell Airport;""GAM"";""Gambell"";""Gambell""",,,,,,,
"Gamboa Airport;""WCA"";""Castro"";""Castro""",,,,,,,
"Gamboma Airport;""GMM"";""Gamboma"";""Gamboma""",,,,,,,
"Gamboola Airport;""GBP"";""Gamboola"";""Gamboola""",,,,,,,
"Gan International Airport;""GAN"";""Gan Island"";""Gan Island""",,,,,,,
"Gandajika Airport;""GDJ"";""Gandajika"";""Gandajika""",,,,,,,
"Gander International Airport;""YQX"";""Gander"";""Gander""",,,,,,,
"Gangaw Airport;""GAW"";""Gangaw"";""Gangaw""",,,,,,,
"Ganges Water Aerodrome;""YGG"";""Ganges"";""Ganges""",,,,,,,
"Gangneung Air Base;""KAG"";""Gangneung"";""Gangneung""",,,,,,,
"Ganja International Airport;""KVD"";""Ganja"";""Ganja""",,,,,,,
"Gannan Xiahe Airport;""GXH"";""Xiahe"";""Xiahe""",,,,,,,
"Gansner Field;""GNF"";""Quincy"";""Quincy""",,,,,,,
"Ganzhou Huangjin Airport;""KOW"";""Ganzhou"";""Ganzhou""",,,,,,,
"Gao International Airport;""GAQ"";""Gao"";""Gao""",,,,,,,
"Gaoua Airport;""XGA"";""Gaoua"";""Gaoua""",,,,,,,
"Gap?€?Tallard Airport;""GAT"";""Gap"";""Gap""",,,,,,,
"Garachin?? Airport;""GHE"";""Garachin??"";""Garachin??""",,,,,,,
"Garaina Airport;""GAR"";""Garaina"";""Garaina""",,,,,,,
"Garasa Airport;""GRL"";""Garasa"";""Garasa""",,,,,,,
"Garbaharey Airport;""GBM"";""Garbaharey"";""Garbaharey""",,,,,,,
"Gardabya Airport;""SRX"";""Sirte"";""Sirte""",,,,,,,
"Garden City Regional Airport;""GCK"";""Garden City"";""Garden City""",,,,,,,
"Garden County Airport;""OKS"";""Oshkosh"";""Oshkosh""",,,,,,,
"Garden Point Airport;""GPN"";""Pularumpi"";""Pularumpi""",,,,,,,
"Gardez Airport;""GRG"";""Gardez"";""Gardez""",,,,,,,
"Gardner Municipal Airport;""GDM"";""Gardner"";""Gardner""",,,,,,,
"Garfield County Regional Airport;""RIL"";""Rifle"";""Rifle""",,,,,,,
"Garissa Airport;""GAS"";""Garissa"";""Garissa""",,,,,,,
"Garner Field;""UVA"";""Uvalde"";""Uvalde""",,,,,,,
"Garoua International Airport;""GOU"";""Garoua"";""Garoua""",,,,,,,
"Garowe International Airport;""GGR"";""Garowe"";""Garowe""",,,,,,,
"Garrett County Airport;""ODM"";""Oakland"";""Oakland""",,,,,,,
"Garuahi Airport;""GRH"";""Garuahi"";""Garuahi""",,,,,,,
"Gary/Chicago International Airport;""GYY"";""Gary"";""Gary""",,,,,,,
"Gascoyne Junction Airport;""GSC"";""Gascoyne Junction"";""Gascoyne Junction""",,,,,,,
"Gasmata Airport;""GMI"";""Gasmata"";""Gasmata""",,,,,,,
"Gasuke Airport;""GBC"";""Gasuke"";""Gasuke""",,,,,,,
"Gatineau-Ottawa Executive Airport;""YND"";""Gatineau"";""Gatineau""",,,,,,,
"Gatlinburg?€?Pigeon Forge Airport;""GKT"";""Sevierville"";""Sevierville""",,,,,,,
"Gatokae Aerodrome;""GTA"";""Gatokae"";""Gatokae""",,,,,,,
"Gatwick Airport;""LGW"";""London"";""London""",,,,,,,
"Gau Airport;""NGI"";""Gau Island"";""Gau Island""",,,,,,,
"Gaua Airport;""ZGU"";""Gaua"";""Gaua""",,,,,,,
"Gautam Buddha Airport;""BWA"";""Siddharthanagar"";""Siddharthanagar""",,,,,,,
"Gaya Airport;""GAY"";""Gaya"";""Gaya""",,,,,,,
"Gaylord Regional Airport;""GLR"";""Gaylord"";""Gaylord""",,,,,,,
"Gayndah Airport;""GAH"";""Gayndah"";""Gayndah""",,,,,,,
"Gbadolite Airport;""BDT"";""Gbadolite"";""Gbadolite""",,,,,,,
"Gbangbatok Airport;""GBK"";""Gbangbatok"";""Gbangbatok""",,,,,,,
"Ge??itkale Air Base;""GEC"";""Ge??itkale"";""Ge??itkale""",,,,,,,
"Gebe Airport;""GEB"";""Gebe"";""Gebe""",,,,,,,
"Geelong Airport;""GEX"";""Geelong"";""Geelong""",,,,,,,
"Geita Airport;""GIT"";""Geita"";""Geita""",,,,,,,
"Geladi Airport;""GLC"";""Geladi"";""Geladi""",,,,,,,
"Gelendzhik Airport;""GDZ"";""Gelendzhik"";""Gelendzhik""",,,,,,,
"Gelephu Airport;""GLU"";""Gelephu"";""Gelephu""",,,,,,,
"Gemena Airport;""GMA"";""Gemena"";""Gemena""",,,,,,,
"Genda Wuha Airport;""ETE"";""Metemma"";""Metemma""",,,,,,,
"Geneina Airport;""EGN"";""Geneina"";""Geneina""",,,,,,,
"General Enrique Mosconi International Airport;""CRD"";""Comodoro Rivadavia"";""Comodoro Rivadavia""",,,,,,,
"General Francisco J. Mujica International Airport;""MLM"";""Morelia"";""Morelia""",,,,,,,
"General Francisco Javier Mina International Airport;""TAM"";""Tampico"";""Tampico""",,,,,,,
"General Guadalupe Victoria International Airport;""DGO"";""Durango"";""Durango""",,,,,,,
"General Heriberto Jara International Airport;""VER"";""Veracruz"";""Veracruz""",,,,,,,
"General Ignacio Pesqueira Garc??a International Airport;""HMO"";""Hermosillo"";""Hermosillo""",,,,,,,
"General Jos?? Antonio Anzo??tegui International Airport;""BLA"";""Barcelona"";""Barcelona""",,,,,,,
"General Jos?? Francisco Berm??dez Airport;""CUP"";""Car??pano"";""Car??pano""",,,,,,,
"General Jos?? Mar??a Y????ez International Airport;""GYM"";""Guaymas"";""Guaymas""",,,,,,,
"General Juan N. ??lvarez International Airport;""ACA"";""Acapulco"";""Acapulco""",,,,,,,
"General Justo Jos?? de Urquiza Airport;""PRA"";""Paran??"";""Paran??""",,,,,,,
"General Leite de Castro Airport;""RVD"";""Rio Verde"";""Rio Verde""",,,,,,,
"General Leobardo C. Ruiz International Airport;""ZCL"";""Zacatecas City"";""Zacatecas City""",,,,,,,
"General Lucio Blanco International Airport;""REX"";""Reynosa"";""Reynosa""",,,,,,,
"General Manuel Serrano Airport;""MCH"";""Machala"";""Machala""",,,,,,,
"General Mariano Escobedo International Airport;""MTY"";""Monterrey"";""Monterrey""",,,,,,,
"General Mariano Matamoros Airport;""CVJ"";""Cuernavaca"";""Cuernavaca""",,,,,,,
"General Mitchell International Airport;""MKE"";""Milwaukee"";""Milwaukee""",,,,,,,
"General Navas Pardo Airport;""CPL"";""Chaparral"";""Chaparral""",,,,,,,
"General Pedro J. M??ndez International Airport;""CVM"";""Ciudad Victoria"";""Ciudad Victoria""",,,,,,,
"General Pico Airport;""GPO"";""General Pico"";""General Pico""",,,,,,,
"General Rafael Buelna International Airport;""MZT"";""Mazatl??n"";""Mazatl??n""",,,,,,,
"General Roberto Fierro Villalobos International Airport;""CUU"";""Chihuahua"";""Chihuahua""",,,,,,,
"General Rodolfo S??nchez Taboada International Airport;""MXL"";""Mexicali"";""Mexicali""",,,,,,,
"General Santos International Airport;""GES"";""General Santos"";""General Santos""",,,,,,,
"General Servando Canales International Airport;""MAM"";""Matamoros"";""Matamoros""",,,,,,,
"General Ulpiano Paez Airport;""SNC"";""Salinas"";""Salinas""",,,,,,,
"General Villamil Airport;""IBB"";""Isabela Island"";""Isabela Island""",,,,,,,
"General Villegas Airport;""VGS"";""General Villegas"";""General Villegas""",,,,,,,
"General Wayne A. Downing Peoria International Airport;""PIA"";""Peoria"";""Peoria""",,,,,,,
"General William J. Fox Airfield;""WJF"";""Lancaster"";""Lancaster""",,,,,,,
"Geneva Airport;""GVA"";""Geneva"";""Geneva""",,,,,,,
"Genoa Cristoforo Colombo Airport;""GOA"";""Genoa"";""Genoa""",,,,,,,
"George Airport;""GRJ"";""George"";""George""",,,,,,,
"George Best Belfast City Airport;""BHD"";""Belfast"";""Belfast""",,,,,,,
"George Bush Intercontinental Airport;""IAH"";""Houston"";""Houston""",,,,,,,
"George Downer Airport;""AIV"";""Aliceville"";""Aliceville""",,,,,,,
"George F. L. Charles Airport;""SLU"";""Castries"";""Castries""",,,,,,,
"George R. Carr Memorial Air Field;""BXA"";""Bogalusa"";""Bogalusa""",,,,,,,
"George T. Lewis Airport;""CDK"";""Cedar Key"";""Cedar Key""",,,,,,,
"George Town Aerodrome;""GEE"";""George Town"";""George Town""",,,,,,,
"Georgetown Airport;""GTT"";""Georgetown"";""Georgetown""",,,,,,,
"Georgetown County Airport;""GGE"";""Georgetown"";""Georgetown""",,,,,,,
"Gerald R. Ford International Airport;""GRR"";""Grand Rapids"";""Grand Rapids""",,,,,,,
"Geraldton (Greenstone Regional) Airport;""YGQ"";""Greenstone"";""Greenstone""",,,,,,,
"Geraldton Airport;""GET"";""Geraldton"";""Geraldton""",,,,,,,
"Gerardo Tobar L??pez Airport;""BUN"";""Buenaventura"";""Buenaventura""",,,,,,,
"Germ??n Olano Airport;""PCR"";""Puerto Carre??o"";""Puerto Carre??o""",,,,,,,
"Gettysburg Regional Airport;""GTY"";""Gettysburg"";""Gettysburg""",,,,,,,
"Geva Airport;""GEF"";""Liangai"";""Liangai""",,,,,,,
"Gewayantana Airport;""LKA"";""Larantuka"";""Larantuka""",,,,,,,
"Gewoia Airport;""GEW"";""Gewoia"";""Gewoia""",,,,,,,
"Ghadames Airport;""LTD"";""Ghadames"";""Ghadames""",,,,,,,
"Ghanzi Airport;""GNZ"";""Ghanzi"";""Ghanzi""",,,,,,,
"Ghat Airport;""GHT"";""Ghat"";""Ghat""",,,,,,,
"Ghazni Airport;""GZI"";""Ghazni"";""Ghazni""",,,,,,,
"Ghriss Airport;""MUW"";""Ghriss"";""Ghriss""",,,,,,,
"Gibb River Airport;""GBV"";""Gibb River"";""Gibb River""",,,,,,,
"Gibraltar International Airport;""GIB"";""British Overseas Territory"";""British Overseas Territory""",,,,,,,
"Giebelstadt Airport;""GHF"";""Giebelstadt"";""Giebelstadt""",,,,,,,
"Gilgal Airport;""GGL"";""Gilgal"";""Gilgal""",,,,,,,
"Gilgit Airport;""GIL"";""Gilgit"";""Gilgit""",,,,,,,
"Gillam Airport;""YGX"";""Gillam"";""Gillam""",,,,,,,
"Gillespie Field;""SEE"";""San Diego"";""San Diego""",,,,,,,
"Gillette?€?Campbell County Airport;""GCC"";""Gillette"";""Gillette""",,,,,,,
"Gilze-Rijen Air Base;""GLZ"";""Breda"";""Breda""",,,,,,,
"Gimhae International Airport;""PUS"";""Busan"";""Busan""",,,,,,,
"Gimli Industrial Park Airport;""YGM"";""Gimli"";""Gimli""",,,,,,,
"Gimpo International Airport;""GMP"";""Seoul"";""Seoul""",,,,,,,
"Ginbata Airport;""GBW"";""Ginbata"";""Ginbata""",,,,,,,
"Ginir Airport;""GNN"";""Ginir"";""Ginir""",,,,,,,
"Girdwood Airport;""AQY"";""Girdwood"";""Girdwood""",,,,,,,
"Girona?€?Costa Brava Airport;""GRO"";""Girona"";""Girona""",,,,,,,
"Girua Airport;""PNP"";""Popondetta"";""Popondetta""",,,,,,,
"Gisborne Airport;""GIS"";""Gisborne"";""Gisborne""",,,,,,,
"Gisenyi Airport;""GYI"";""Gisenyi"";""Gisenyi""",,,,,,,
"Gitega Airport;""GID"";""Gitega"";""Gitega""",,,,,,,
"Giyani Airport;""GIY"";""Giyani"";""Giyani""",,,,,,,
"Gj??gur Airport;""GJR"";""Gj??gur"";""Gj??gur""",,,,,,,
"Gjoa Haven Airport;""YHK"";""Gjoa Haven"";""Gjoa Haven""",,,,,,,
"Glacier Creek Airport;""KGZ"";""Glacier Creek"";""Glacier Creek""",,,,,,,
"Glacier Park International Airport;""FCA"";""Kalispell"";""Kalispell""",,,,,,,
"Gladstone Airport;""GLT"";""Gladstone"";""Gladstone""",,,,,,,
"Gladwin Zettel Memorial Airport;""GDW"";""Gladwin"";""Gladwin""",,,,,,,
"Glasgow Airport;""GGW"";""Glasgow"";""Glasgow""",,,,,,,
"Glasgow Airport;""GLA"";""Glasgow"";""Glasgow""",,,,,,,
"Glasgow Municipal Airport;""GLW"";""Glasgow"";""Glasgow""",,,,,,,
"Glasgow Prestwick Airport;""PIK"";""Glasgow"";""Glasgow""",,,,,,,
"Glen Innes Airport;""GLI"";""Glen Innes"";""Glen Innes""",,,,,,,
"Glendale Fokker Field;""GWV"";""Glen Dale"";""Glen Dale""",,,,,,,
"Glenforsa Airfield;""ULL"";""Mull"";""Mull""",,,,,,,
"Glengyle Airport;""GLG"";""Glengyle"";""Glengyle""",,,,,,,
"Glenormiston Airport;""GLM"";""Glenormiston"";""Glenormiston""",,,,,,,
"Glentanner Aerodrome;""GTN"";""Mount Cook"";""Mount Cook""",,,,,,,
"Glenwood Springs Municipal Airport;""GWS"";""Glenwood Springs"";""Glenwood Springs""",,,,,,,
"Gloucestershire Airport;""GLO"";""Gloucester"";""Gloucester""",,,,,,,
"Gnarowein Airport;""GWN"";""Gnarowein"";""Gnarowein""",,,,,,,
"Goa International Airport;""GOI"";""Dabolim"";""Dabolim""",,,,,,,
"Gobabis Airport;""GOG"";""Gobabis"";""Gobabis""",,,,,,,
"Gobernador Edgardo Castello Airport;""VDM"";""Viedma"";""Viedma""",,,,,,,
"Gobernador Gregores Airport;""GGS"";""Gobernador Gregores"";""Gobernador Gregores""",,,,,,,
"Gobernador Horacio Guzm??n International Airport;""JUJ"";""San Salvador de Jujuy"";""San Salvador de Jujuy""",,,,,,,
"Gode Airport;""GDE"";""Gode"";""Gode""",,,,,,,
"Godman Army Airfield;""FTK"";""Fort Knox"";""Fort Knox""",,,,,,,
"Godofredo P. Ramos Airport;""MPH"";""Malay"";""Malay""",,,,,,,
"Gods Lake Narrows Airport;""YGO"";""Gods Lake Narrows"";""Gods Lake Narrows""",,,,,,,
"Gods River Airport;""ZGI"";""Gods River"";""Gods River""",,,,,,,
"Gogebic?€?Iron County Airport;""IWD"";""Ironwood"";""Ironwood""",,,,,,,
"Gol Airport, Klanten;""GLL"";""Gol"";""Gol""",,,,,,,
"Gold Beach Municipal Airport;""GOL"";""Gold Beach"";""Gold Beach""",,,,,,,
"Gold Coast Airport;""OOL"";""Gold Coast"";""Gold Coast""",,,,,,,
"Golden Horn Lodge Seaplane Base;""GDH"";""Golden Horn Lodge"";""Golden Horn Lodge""",,,,,,,
"Golden Triangle Regional Airport;""GTR"";""Columbus"";""Columbus""",,,,,,,
"Goldsworthy Airport;""GLY"";""Goldsworthy"";""Goldsworthy""",,,,,,,
"Golfito Airport;""GLF"";""Golfito"";""Golfito""",,,,,,,
"Golfo de Morrosquillo Airport;""TLU"";""Tol??"";""Tol??""",,,,,,,
"Golmud Airport;""GOQ"";""Golmud"";""Golmud""",,,,,,,
"Golog Maqin Airport;""GMQ"";""Golog"";""Golog""",,,,,,,
"Golos??n International Airport;""LCE"";""La Ceiba"";""La Ceiba""",,,,,,,
"Golovin Airport;""GLV"";""Golovin"";""Golovin""",,,,,,,
"Goma International Airport;""GOM"";""Goma"";""Goma""",,,,,,,
"Gombe Lawanti International Airport;""GMO"";""Gombe"";""Gombe""",,,,,,,
"Gomel Airport;""GME"";""Gomel"";""Gomel""",,,,,,,
"Gonaili Airstrip;""GOE"";""Gonaili"";""Gonaili""",,,,,,,
"Gondar Airport;""GDQ"";""Gondar"";""Gondar""",,,,,,,
"Gonzalo Mej??a Airport;""TRB"";""Turbo"";""Turbo""",,,,,,,
"Gooding Municipal Airport;""GNG"";""Gooding"";""Gooding""",,,,,,,
"Goodland Municipal Airport;""GLD"";""Goodland"";""Goodland""",,,,,,,
"Goodnews Airport;""GNU"";""Goodnews Bay"";""Goodnews Bay""",,,,,,,
"Goondiwindi Airport;""GOO"";""Goondiwindi"";""Goondiwindi""",,,,,,,
"Gora Airport;""GOC"";""Gora"";""Gora""",,,,,,,
"Gorakhpur Airport;""GOP"";""Gorakhpur"";""Gorakhpur""",,,,,,,
"Gordil Airport;""GDI"";""Gordil"";""Gordil""",,,,,,,
"Gordon Downs Airport;""GDD"";""Gordon Downs"";""Gordon Downs""",,,,,,,
"Gordon Municipal Airport;""GRN"";""Gordon"";""Gordon""",,,,,,,
"Gordonsville Municipal Airport;""GVE"";""Gordonsville"";""Gordonsville""",,,,,,,
"Gore Airport;""GOR"";""Gore"";""Gore""",,,,,,,
"Gore Bay-Manitoulin Airport;""YZE"";""Gore Bay"";""Gore Bay""",,,,,,,
"Gorgan Airport;""GBT"";""Gorgan"";""Gorgan""",,,,,,,
"Gorge Harbour Water Aerodrome;""YGE"";""Gorge Harbour"";""Gorge Harbour""",,,,,,,
"Gorna Oryahovitsa Airport;""GOZ"";""Gorna Oryahovitsa"";""Gorna Oryahovitsa""",,,,,,,
"Gorno-Altaysk Airport;""RGK"";""Gorno-Altaysk"";""Gorno-Altaysk""",,,,,,,
"Goroka Airport;""GKA"";""Goroka"";""Goroka""",,,,,,,
"Gorom Gorom Airport;""XGG"";""Gorom-Gorom"";""Gorom-Gorom""",,,,,,,
"Gosford Airport;""GOS"";""Gosford"";""Gosford""",,,,,,,
"Goshen Municipal Airport;""GSH"";""Goshen"";""Goshen""",,,,,,,
"Goulburn Airport;""GUL"";""Goulburn"";""Goulburn""",,,,,,,
"Gounda Airport;""GDA"";""Gounda"";""Gounda""",,,,,,,
"Goundam Airport;""GUD"";""Goundam"";""Goundam""",,,,,,,
"Gov. Dix-Sept Rosado Airport;""MVF"";""Mossor??"";""Mossor??""",,,,,,,
"Gov. Francisco Gabrielli International Airport;""MDZ"";""Mendoza"";""Mendoza""",,,,,,,
"Gove Airport;""GOV"";""Nhulunbuy"";""Nhulunbuy""",,,,,,,
"Governador Jorge Teixeira de Oliveira International Airport;""PVH"";""Porto Velho"";""Porto Velho""",,,,,,,
"Goya Airport;""OYA"";""Goya"";""Goya""",,,,,,,
"Gr??msey Airport;""GRY"";""Gr??msey"";""Gr??msey""",,,,,,,
"Grabtsevo Airport;""KLF"";""Kaluga"";""Kaluga""",,,,,,,
"Gracias Airport;""GAC"";""Gracias"";""Gracias""",,,,,,,
"Graciosa Airport;""GRW"";""Graciosa"";""Graciosa""",,,,,,,
"Graeme Rowley Aerodrome;""CKW"";""Christmas Creek mine"";""Christmas Creek mine""",,,,,,,
"Gran Canaria Airport;""LPA"";""Gran Canaria"";""Gran Canaria""",,,,,,,
"Grand Bahama International Airport;""FPO"";""Freeport"";""Freeport""",,,,,,,
"Grand Canyon Caverns Airport;""PGS"";""Peach Springs"";""Peach Springs""",,,,,,,
"Grand Canyon National Park Airport;""GCN"";""Tusayan"";""Tusayan""",,,,,,,
"Grand Canyon West Airport;""GCW"";""Peach Springs"";""Peach Springs""",,,,,,,
"Grand Central Airport;""GCJ"";""Johannesburg"";""Johannesburg""",,,,,,,
"Grand Cess Airport;""GRC"";""Grand Cess"";""Grand Cess""",,,,,,,
"Grand Coulee Dam Airport;""GCD"";""Electric City"";""Electric City""",,,,,,,
"Grand Forks Air Force Base;""RDR"";""Grand Forks"";""Grand Forks""",,,,,,,
"Grand Forks Airport;""ZGF"";""Grand Forks"";""Grand Forks""",,,,,,,
"Grand Forks International Airport;""GFK"";""Grand Forks"";""Grand Forks""",,,,,,,
"Grand Geneva Resort Airport;""XES"";""Lake Geneva"";""Lake Geneva""",,,,,,,
"Grand Glaize-Osage Beach Airport;""OSB"";""Osage Beach"";""Osage Beach""",,,,,,,
"Grand Junction Regional Airport;""GJT"";""Grand Junction"";""Grand Junction""",,,,,,,
"Grand Lake Regional Airport;""NRI"";""Afton"";""Afton""",,,,,,,
"Grand Marais/Cook County Airport;""GRM"";""Grand Marais"";""Grand Marais""",,,,,,,
"Grand Rapids?€?Itasca County Airport;""GPZ"";""Grand Rapids"";""Grand Rapids""",,,,,,,
"Grand Strand Airport;""CRE"";""North Myrtle Beach"";""North Myrtle Beach""",,,,,,,
"Grande Cache Airport;""YGC"";""Grande Cache"";""Grande Cache""",,,,,,,
"Grande Prairie Airport;""YQU"";""Grande Prairie"";""Grande Prairie""",,,,,,,
"Grand-Santi Airport;""GSI"";""Grand-Santi"";""Grand-Santi""",,,,,,,
"Granite Mountain Air Station;""GMT"";""Granite Mountain"";""Granite Mountain""",,,,,,,
"Grant County Airport;""PGC"";""Petersburg"";""Petersburg""",,,,,,,
"Grant County Airport;""SVC"";""Silver City"";""Silver City""",,,,,,,
"Grant County International Airport;""MWH"";""Moses Lake"";""Moses Lake""",,,,,,,
"Grant County Regional Airport;""JDA"";""John Day"";""John Day""",,,,,,,
"Grantley Adams International Airport;""BGI"";""Bridgetown"";""Bridgetown""",,,,,,,
"Grants Pass Airport;""GTP"";""Grants Pass"";""Grants Pass""",,,,,,,
"Grantsburg Municipal Airport;""GTG"";""Grantsburg"";""Grantsburg""",,,,,,,
"Grants-Milan Municipal Airport;""GNT"";""Grants"";""Grants""",,,,,,,
"Granville Lake Airport;""XGL"";""Granville Lake"";""Granville Lake""",,,,,,,
"Granville?€?Mont-Saint-Michel Aerodrome;""GFR"";""Granville"";""Granville""",,,,,,,
"Gratiot Community Airport;""AMN"";""Alma"";""Alma""",,,,,,,
"Gray Army Airfield;""GRF"";""Tacoma"";""Tacoma""",,,,,,,
"Grayling Airport;""KGX"";""Grayling"";""Grayling""",,,,,,,
"Graz Airport;""GRZ"";""Graz"";""Graz""",,,,,,,
"Great Barrier Aerodrome;""GBZ"";""Great Barrier Island"";""Great Barrier Island""",,,,,,,
"Great Barrier Reef Airport;""HTI"";""Hamilton Island"";""Hamilton Island""",,,,,,,
"Great Bear Lake Airport;""DAS"";""Great Bear Lake"";""Great Bear Lake""",,,,,,,
"Great Bend Municipal Airport;""GBD"";""Great Bend"";""Great Bend""",,,,,,,
"Great Falls International Airport;""GTF"";""Great Falls"";""Great Falls""",,,,,,,
"Great Harbour Cay Airport;""GHC"";""Great Harbour Cay"";""Great Harbour Cay""",,,,,,,
"Great Keppel Island Airport;""GKL"";""Great Keppel Island"";""Great Keppel Island""",,,,,,,
"Greater Binghamton Airport;""BGM"";""Binghamton"";""Binghamton""",,,,,,,
"Greater Cumberland Regional Airport;""CBE"";""Cumberland"";""Cumberland""",,,,,,,
"Greater Kankakee Airport;""IKK"";""Kankakee"";""Kankakee""",,,,,,,
"Greater Moncton International Airport;""YQM"";""Moncton"";""Moncton""",,,,,,,
"Greater Portsmouth Regional Airport;""PMH"";""Portsmouth"";""Portsmouth""",,,,,,,
"Greater Rochester International Airport;""ROC"";""Rochester"";""Rochester""",,,,,,,
"Greeley?€?Weld County Airport;""GXY"";""Greeley"";""Greeley""",,,,,,,
"Green River Airport;""GVI"";""Green River"";""Green River""",,,,,,,
"Green River Municipal Airport;""RVR"";""Green River"";""Green River""",,,,,,,
"Greenbrier Valley Airport;""LWB"";""Lewisburg"";""Lewisburg""",,,,,,,
