"FlightNum";"FlightCompany";"Origin";"Destination";"TakeOffAt";"ArriveAt";"FlightTime";"CraftCompany";"Airplane"
447;"UA";"IAH";"JAX";"07:45:00";"10:53:00";"02:08:00";"Airbus";"A319"
448;"AC";"YYZ";"YOW";"11:10:00";"12:11:00";"01:01:00";"Embraer";"190"
448;"UA";"DEN";"LAS";"19:16:00";"20:11:00";"01:55:00";"Boeing";"737-800"
449;"AC";"YOW";"YYZ";"11:00:00";"12:15:00";"01:15:00";"Embraer";"190"
449;"UA";"BOS";"ORD";"07:05:00";"08:50:00";"02:45:00";"Boeing";"737-900"
450;"AC";"YYZ";"YOW";"12:10:00";"13:11:00";"01:01:00";"Embraer";"190"
450;"LX";"ZRH";"LCY";"06:45:00";"07:25:00";"01:40:00";"Bombardier";"CS100"
451;"AC";"YOW";"YYZ";"12:00:00";"13:12:00";"01:12:00";"Embraer";"190"
451;"CA";"CKG";"DXB";"18:40:00";"23:10:00";"08:30:00";"Airbus";"A330-200"
451;"LX";"LCY";"ZRH";"08:00:00";"10:40:00";"01:40:00";"Bombardier";"CS100"
451;"SQ";"MLE";"SIN";"23:25:00";"07:15:00";"04:50:00";"Airbus";"A330-300"
451;"UA";"LAS";"SFO";"11:10:00";"12:47:00";"01:37:00";"Airbus";"A319"
452;"AC";"YYZ";"YOW";"13:10:00";"14:11:00";"01:01:00";"Embraer";"190"
452;"LH";"MUC";"LAX";"11:50:00";"15:25:00";"12:35:00";"Airbus";"A340-600"
452;"SQ";"SIN";"MLE";"20:35:00";"22:10:00";"04:35:00";"Airbus";"A330-300"
452;"UA";"DEN";"BZN";"11:21:00";"13:04:00";"01:43:00";"Airbus";"A320"
453;"AC";"YOW";"YYZ";"13:00:00";"14:15:00";"01:15:00";"Embraer";"190"
453;"CA";"CKG";"CXR";"10:10:00";"12:40:00";"03:30:00";"Boeing";"737-800"
453;"CZ";"PVG";"AMS";"00:30:00";"06:20:00";"12:50:00";"Boeing";"777-200F"
453;"LH";"LAX";"MUC";"17:15:00";"13:35:00";"11:20:00";"Airbus";"A340-600"
453;"UA";"CID";"DEN";"16:50:00";"18:01:00";"02:11:00";"Airbus";"A319"
454;"AC";"YYZ";"YOW";"14:10:00";"15:11:00";"01:01:00";"Embraer";"190"
454;"CA";"CKG";"INC";"19:40:00";"21:35:00";"01:55:00";"Boeing";"737-800"
454;"LH";"FRA";"SFO";"10:05:00";"13:05:00";"12:00:00";"Airbus";"A340-600"
454;"LX";"ZRH";"LCY";"19:00:00";"19:45:00";"01:45:00";"Bombardier";"CS100"
454;"UA";"LGA";"ORD";"14:00:00";"15:29:00";"02:29:00";"Airbus";"A319"
455;"AC";"YOW";"YYZ";"14:00:00";"15:15:00";"01:15:00";"Embraer";"190"
455;"LH";"SFO";"FRA";"14:55:00";"11:00:00";"11:05:00";"Airbus";"A340-600"
455;"LX";"LCY";"ZRH";"20:15:00";"22:50:00";"01:35:00";"Bombardier";"CS100"
455;"UA";"AUS";"SFO";"18:11:00";"20:06:00";"03:55:00";"Boeing";"737-900"
456;"AC";"YYZ";"YOW";"15:10:00";"16:11:00";"01:01:00";"Embraer";"190"
456;"LH";"FRA";"LAX";"10:25:00";"13:20:00";"11:55:00";"Airbus";"A380-800"
456;"LX";"ZRH";"LCY";"12:10:00";"12:50:00";"01:40:00";"Embraer";"190"
456;"UA";"SAT";"DEN";"09:05:00";"10:19:00";"02:14:00";"Boeing";"737-900"
457;"AC";"YOW";"YYZ";"15:00:00";"16:15:00";"01:15:00";"Embraer";"190"
457;"CA";"CTU";"CDG";"01:40:00";"06:20:00";"11:40:00";"Airbus";"A330-200"
457;"CZ";"CAN";"AMS";"09:35:00";"15:30:00";"12:55:00";"Boeing";"777-200F"
457;"LH";"LAX";"FRA";"15:35:00";"11:30:00";"10:55:00";"Airbus";"A380-800"
457;"LX";"LCY";"ZRH";"13:30:00";"16:10:00";"01:40:00";"Embraer";"190"
457;"UA";"DEN";"IAH";"20:30:00";"23:40:00";"02:10:00";"Boeing";"737-900"
458;"AC";"YYZ";"YOW";"16:10:00";"17:11:00";"01:01:00";"Embraer";"190"
458;"CA";"CDG";"CTU";"12:15:00";"05:40:00";"10:25:00";"Airbus";"A330-200"
458;"CZ";"AMS";"CAN";"18:05:00";"11:05:00";"10:00:00";"Boeing";"777-200F"
458;"LH";"MUC";"SFO";"16:35:00";"19:35:00";"12:00:00";"Airbus";"A380-800"
459;"AC";"YOW";"YYZ";"16:00:00";"17:15:00";"01:15:00";"Embraer";"190"
459;"CA";"CTU";"NRT";"15:30:00";"21:00:00";"04:30:00";"Airbus";"A318"
459;"LH";"SFO";"MUC";"21:40:00";"17:40:00";"11:00:00";"Airbus";"A380-800"
459;"UA";"DEN";"SAN";"19:20:00";"20:42:00";"02:22:00";"Boeing";"737-900"
460;"AC";"YYZ";"YOW";"17:10:00";"18:11:00";"01:01:00";"Embraer";"190"
460;"LH";"MUC";"MIA";"11:55:00";"16:55:00";"11:00:00";"Airbus";"A380-800"
460;"LX";"ZRH";"LCY";"08:45:00";"09:30:00";"01:45:00";"Embraer";"190"
460;"UA";"SFO";"YVR";"19:07:00";"21:27:00";"02:20:00";"Boeing";"737-800"
461;"AC";"YOW";"YYZ";"17:00:00";"18:15:00";"01:15:00";"Embraer";"190"
461;"LH";"MIA";"MUC";"18:59:00";"10:20:00";"09:21:00";"Airbus";"A380-800"
461;"LX";"LCY";"ZRH";"10:00:00";"12:35:00";"01:35:00";"Embraer";"190"
461;"UA";"IAD";"LAS";"17:40:00";"19:54:00";"05:14:00";"Airbus";"A320"
462;"AC";"YYZ";"YOW";"18:10:00";"19:11:00";"01:01:00";"Boeing";"767-300"
462;"LH";"FRA";"MIA";"10:15:00";"15:00:00";"10:45:00";"Airbus";"A340-600"
462;"UA";"IAH";"LAS";"11:55:00";"13:12:00";"03:17:00";"Boeing";"737-800"
463;"AC";"YOW";"YYZ";"18:00:00";"19:15:00";"01:15:00";"Embraer";"190"
463;"CZ";"PVG";"FRA";"06:55:00";"12:40:00";"12:45:00";"Boeing";"777"
463;"LH";"MIA";"FRA";"16:55:00";"08:10:00";"09:15:00";"Airbus";"A340-600"
463;"UA";"LGA";"ORD";"08:00:00";"09:34:00";"02:34:00";"Boeing";"737-800"
464;"AC";"YYZ";"YOW";"19:10:00";"20:11:00";"01:01:00";"Embraer";"190"
464;"CZ";"FRA";"PVG";"15:25:00";"06:50:00";"08:25:00";"Boeing";"777"
464;"LH";"FRA";"MCO";"13:40:00";"17:55:00";"10:15:00";"Boeing";"747-400"
464;"LX";"ZRH";"LCY";"15:55:00";"16:35:00";"01:40:00";"Embraer";"190"
464;"UA";"PDX";"ORD";"14:33:00";"20:21:00";"03:48:00";"Airbus";"A320"
465;"AC";"YOW";"YYZ";"19:00:00";"20:15:00";"01:15:00";"Embraer";"190"
465;"CZ";"STN";"FRA";"10:20:00";"12:40:00";"01:20:00";"Boeing";"777"
465;"LH";"MCO";"FRA";"20:20:00";"11:10:00";"08:50:00";"Boeing";"747-400"
465;"LX";"LCY";"ZRH";"17:10:00";"19:50:00";"01:40:00";"Embraer";"190"
465;"UA";"DEN";"BIL";"20:25:00";"21:53:00";"01:28:00";"Airbus";"A320"
466;"AC";"YYZ";"YOW";"21:10:00";"22:11:00";"01:01:00";"Embraer";"190"
466;"CZ";"FRA";"CAN";"15:40:00";"08:15:00";"09:35:00";"Boeing";"777"
466;"LH";"FRA";"SAN";"10:00:00";"13:25:00";"12:25:00";"Airbus";"A340-300"
466;"LX";"ZRH";"LCY";"17:10:00";"17:50:00";"01:40:00";"Embraer";"190"
466;"UA";"LIH";"LAX";"14:23:00";"21:39:00";"05:16:00";"Boeing";"737-800"
467;"AC";"YOW";"YYZ";"20:55:00";"22:07:00";"01:12:00";"Embraer";"190"
467;"LH";"SAN";"FRA";"15:10:00";"11:25:00";"11:15:00";"Airbus";"A340-300"
467;"LX";"LCY";"ZRH";"18:20:00";"21:00:00";"01:40:00";"Embraer";"190"
467;"UA";"CLE";"DEN";"16:53:00";"18:20:00";"03:27:00";"Boeing";"737-800"
468;"SQ";"SIN";"CMB";"22:10:00";"23:30:00";"03:50:00";"Airbus";"A330-300"
468;"UA";"MSY";"IAH";"05:30:00";"06:45:00";"01:15:00";"Airbus";"A319"
469;"AC";"YOW";"YYZ";"06:00:00";"07:12:00";"01:12:00";"Embraer";"190"
469;"SQ";"CMB";"SIN";"00:45:00";"07:30:00";"04:15:00";"Airbus";"A330-300"
469;"UA";"DEN";"DFW";"14:00:00";"16:55:00";"01:55:00";"Airbus";"A320"
470;"AC";"YYZ";"YOW";"23:10:00";"00:11:00";"01:01:00";"Embraer";"190"
470;"LH";"FRA";"YYZ";"13:35:00";"16:15:00";"08:40:00";"Boeing";"747-400"
470;"UA";"MCO";"SFO";"08:50:00";"11:47:00";"05:57:00";"Boeing";"757-300"
471;"AC";"YOW";"YYZ";"05:25:00";"06:43:00";"01:18:00";"Embraer";"190"
471;"CA";"CTU";"BKK";"14:20:00";"16:30:00";"03:10:00";"Airbus";"A321"
471;"CZ";"ANC";"LAX";"00:50:00";"06:40:00";"04:50:00";"Boeing";"777"
471;"LH";"YYZ";"FRA";"18:05:00";"07:50:00";"07:45:00";"Boeing";"747-400"
471;"UA";"LAX";"SFO";"06:00:00";"07:27:00";"01:27:00";"Boeing";"737-900"
472;"AC";"YYZ";"YOW";"00:30:00";"01:31:00";"01:01:00";"Embraer";"190"
472;"CA";"BKK";"CTU";"17:55:00";"22:15:00";"03:20:00";"Airbus";"A321"
472;"CZ";"LAX";"CAN";"10:10:00";"16:40:00";"14:30:00";"Boeing";"777"
472;"UA";"DTW";"SFO";"19:15:00";"21:31:00";"05:16:00";"Airbus";"A319"
473;"AC";"YOW";"YYZ";"18:30:00";"19:45:00";"01:15:00";"Embraer";"190"
474;"AC";"YYZ";"YOW";"16:40:00";"17:41:00";"01:01:00";"Embraer";"190"
474;"LH";"MUC";"YUL";"15:45:00";"18:40:00";"08:55:00";"Airbus";"A330-300"
474;"UA";"MEX";"ORD";"14:40:00";"18:45:00";"04:05:00";"Boeing";"737-800"
475;"LH";"YUL";"MUC";"20:15:00";"09:55:00";"07:40:00";"Airbus";"A330-300"
475;"UA";"EWR";"ATL";"07:29:00";"09:55:00";"02:26:00";"Boeing";"737-900"
476;"UA";"ORD";"YYZ";"07:45:00";"10:24:00";"01:39:00";"Airbus";"A319"
477;"UA";"BOS";"SFO";"11:10:00";"14:49:00";"06:39:00";"Boeing";"757-200"
478;"SQ";"JNB";"CPT";"07:10:00";"09:25:00";"02:15:00";"Airbus";"A350-900"
478;"UA";"DEN";"ORD";"15:40:00";"19:02:00";"02:22:00";"Boeing";"757-300"
479;"CZ";"AMS";"CKG";"09:00:00";"01:00:00";"09:00:00";"Boeing";"777-200F"
479;"SQ";"JNB";"SIN";"13:45:00";"06:10:00";"10:25:00";"Airbus";"A350-900"
479;"UA";"BTV";"ORD";"07:15:00";"09:01:00";"02:46:00";"Airbus";"A320"
480;"AC";"YYZ";"YUL";"06:30:00";"07:44:00";"01:14:00";"Airbus";"A318"
480;"LH";"MUC";"DEN";"11:45:00";"14:35:00";"10:50:00";"Airbus";"A350-900"
480;"UA";"IAH";"FLL";"17:00:00";"20:23:00";"02:23:00";"Boeing";"737-900"
481;"AC";"YUL";"YYZ";"06:00:00";"07:26:00";"01:26:00";"Airbus";"A318"
481;"LH";"DEN";"MUC";"16:20:00";"09:50:00";"09:30:00";"Airbus";"A350-900"
481;"UA";"LAX";"SFO";"18:00:00";"19:23:00";"01:23:00";"Boeing";"737-900"
482;"LH";"FRA";"TPA";"11:00:00";"15:45:00";"10:45:00";"Airbus";"A340-300"
482;"UA";"IAH";"AUS";"08:00:00";"08:55:00";"00:00:55";"Boeing";"737-900"
483;"LH";"TPA";"FRA";"17:35:00";"08:45:00";"09:10:00";"Airbus";"A340-300"
483;"UA";"ORD";"PHX";"20:16:00";"23:05:00";"03:49:00";"Boeing";"737-900"
484;"LH";"FRA";"PTY";"10:40:00";"16:40:00";"12:00:00";"Airbus";"A340-300"
484;"UA";"IAD";"IAH";"12:40:00";"15:05:00";"03:25:00";"Airbus";"A319"
485;"AC";"YUL";"YYZ";"06:30:00";"08:00:00";"01:30:00";"Airbus";"A318"
485;"LH";"PTY";"FRA";"18:30:00";"11:30:00";"11:00:00";"Airbus";"A340-300"
485;"UA";"EWR";"DEN";"18:45:00";"21:08:00";"04:23:00";"Boeing";"757-200"
486;"UA";"DEN";"GEG";"19:32:00";"20:53:00";"02:21:00";"Boeing";"737-900"
487;"UA";"LAS";"IAD";"13:30:00";"20:46:00";"04:16:00";"Boeing";"737-800"
488;"AC";"YYZ";"YUL";"16:30:00";"17:44:00";"01:14:00";"Boeing";"777-300ER"
488;"UA";"IAH";"LGA";"14:50:00";"19:12:00";"03:22:00";"Boeing";"737-700"
489;"UA";"DEN";"IAH";"15:25:00";"18:44:00";"02:19:00";"Boeing";"737-900"
490;"LH";"FRA";"SEA";"10:30:00";"12:25:00";"10:55:00";"Airbus";"A330-300"
490;"UA";"EWR";"JAX";"11:30:00";"14:18:00";"02:48:00";"Airbus";"A319"
491;"LH";"SEA";"FRA";"14:15:00";"09:30:00";"10:15:00";"Airbus";"A330-300"
491;"UA";"DEN";"IND";"10:10:00";"14:30:00";"02:20:00";"Boeing";"737-800"
492;"LH";"FRA";"YVR";"10:15:00";"11:25:00";"10:10:00";"Boeing";"747-400"
492;"UA";"LAS";"DEN";"16:26:00";"19:15:00";"01:49:00";"Boeing";"737-900"
493;"LH";"YVR";"FRA";"13:20:00";"08:05:00";"09:45:00";"Boeing";"747-400"
493;"UA";"ORD";"SFO";"19:05:00";"21:58:00";"04:53:00";"Boeing";"737-900"
494;"SQ";"SIN";"DXB";"15:05:00";"18:45:00";"07:40:00";"Boeing";"777-300ER"
494;"UA";"LAX";"IAH";"17:40:00";"22:43:00";"03:03:00";"Boeing";"737"
495;"SQ";"DXB";"SIN";"20:00:00";"07:15:00";"07:15:00";"Boeing";"777-300ER"
495;"UA";"IAD";"MSY";"17:05:00";"18:50:00";"02:45:00";"Boeing";"737-800"
496;"AC";"YYZ";"YOW";"20:40:00";"21:41:00";"01:01:00";"Embraer";"190"
496;"UA";"ATL";"EWR";"10:55:00";"13:03:00";"02:08:00";"Boeing";"737-900"
497;"AC";"YOW";"YYZ";"07:30:00";"08:45:00";"01:15:00";"Airbus";"A318"
497;"UA";"EWR";"SFO";"08:30:00";"11:48:00";"06:18:00";"Boeing";"777-200"
498;"LH";"FRA";"MEX";"13:30:00";"18:50:00";"12:20:00";"Boeing";"747-8"
498;"UA";"ORD";"IAD";"13:40:00";"16:20:00";"01:40:00";"Boeing";"737-900"
499;"AC";"YOW";"YYZ";"17:30:00";"18:45:00";"01:15:00";"Boeing";"767-300"
499;"LH";"MEX";"FRA";"21:05:00";"14:50:00";"10:45:00";"Boeing";"747-8"
499;"UA";"IAH";"MIA";"14:20:00";"17:44:00";"02:24:00";"Airbus";"A319"
500;"AC";"ORD";"YYZ";"06:15:00";"08:46:00";"01:31:00";"Embraer";"190"
500;"LH";"FRA";"GIG";"22:05:00";"06:50:00";"11:45:00";"Boeing";"747-400"
500;"UA";"IND";"SFO";"07:42:00";"09:45:00";"05:03:00";"Airbus";"A320"
501;"AC";"YYZ";"ORD";"06:30:00";"07:18:00";"01:48:00";"Embraer";"190"
501;"LH";"GIG";"FRA";"20:40:00";"11:00:00";"11:20:00";"Boeing";"747-400"
501;"UA";"SFO";"CVG";"10:47:00";"18:21:00";"04:34:00";"Airbus";"A319"
502;"AC";"ORD";"YYZ";"08:00:00";"10:31:00";"01:31:00";"Embraer";"190"
502;"SQ";"SIN";"BLR";"20:05:00";"21:55:00";"04:20:00";"Boeing";"777-200"
502;"UA";"CVG";"SFO";"19:40:00";"21:55:00";"05:15:00";"Airbus";"A319"
503;"AC";"YYZ";"ORD";"08:15:00";"09:03:00";"01:48:00";"Embraer";"190"
503;"SQ";"BLR";"SIN";"23:10:00";"06:10:00";"04:30:00";"Boeing";"777-200"
503;"UA";"BOS";"EWR";"14:00:00";"15:32:00";"01:32:00";"Boeing";"737-900"
504;"AC";"ORD";"YYZ";"10:00:00";"12:31:00";"01:31:00";"Embraer";"190"
504;"UA";"SFO";"LAX";"07:00:00";"08:39:00";"01:39:00";"Airbus";"A320"
505;"AC";"YYZ";"ORD";"10:10:00";"10:58:00";"01:48:00";"Embraer";"190"
505;"UA";"IAD";"DEN";"19:00:00";"20:51:00";"03:51:00";"Boeing";"737-800"
506;"AC";"ORD";"YYZ";"11:40:00";"14:15:00";"01:35:00";"Embraer";"190"
506;"LH";"FRA";"GRU";"21:55:00";"06:55:00";"12:00:00";"Boeing";"747-8"
506;"UA";"LAX";"ORD";"06:40:00";"12:41:00";"04:01:00";"Boeing";"737-900"
507;"AC";"YYZ";"ORD";"12:00:00";"12:48:00";"01:48:00";"Embraer";"190"
507;"LH";"GRU";"FRA";"19:45:00";"10:15:00";"11:30:00";"Boeing";"747-8"
507;"UA";"BIL";"DEN";"07:25:00";"08:53:00";"01:28:00";"Airbus";"A320"
508;"AC";"ORD";"YYZ";"13:30:00";"16:01:00";"01:31:00";"Embraer";"190"
508;"UA";"EWR";"IAH";"07:45:00";"10:42:00";"03:57:00";"Boeing";"737-900"
509;"AC";"YYZ";"ORD";"14:55:00";"15:43:00";"01:48:00";"Embraer";"190"
509;"CZ";"PVG";"ICN";"17:45:00";"20:45:00";"02:00:00";"Airbus";"A330-300"
509;"UA";"ORD";"LGA";"14:00:00";"17:10:00";"02:10:00";"Airbus";"A319"
510;"AC";"ORD";"YYZ";"16:25:00";"18:56:00";"01:31:00";"Embraer";"190"
510;"CZ";"ICN";"PVG";"08:55:00";"09:45:00";"01:50:00";"Airbus";"A330-300"
510;"LH";"FRA";"EZE";"22:15:00";"08:00:00";"13:45:00";"Boeing";"747-8"
510;"UA";"LAX";"EWR";"13:15:00";"21:25:00";"05:10:00";"Boeing";"757-200"
511;"AC";"YYZ";"ORD";"16:10:00";"16:58:00";"01:48:00";"Embraer";"190"
511;"LH";"EZE";"FRA";"18:05:00";"11:20:00";"13:15:00";"Boeing";"747-8"
511;"UA";"IAD";"ORD";"17:22:00";"18:24:00";"02:02:00";"Boeing";"737-900"
512;"AC";"ORD";"YYZ";"17:40:00";"20:15:00";"01:35:00";"Embraer";"190"
512;"UA";"MSY";"IAH";"14:05:00";"15:28:00";"01:23:00";"Boeing";"737-900"
513;"AC";"YYZ";"ORD";"18:15:00";"19:03:00";"01:48:00";"Embraer";"190"
513;"CZ";"PVG";"ICN";"09:10:00";"11:55:00";"01:45:00";"Airbus";"A330-300"
513;"UA";"EWR";"FLL";"18:10:00";"21:10:00";"03:00:00";"Boeing";"737-900"
514;"AC";"ORD";"YYZ";"19:45:00";"22:16:00";"01:31:00";"Embraer";"190"
514;"CZ";"ICN";"PVG";"12:55:00";"13:55:00";"02:00:00";"Airbus";"A330-300"
514;"UA";"FLL";"IAH";"11:53:00";"13:36:00";"02:43:00";"Boeing";"737"
515;"AC";"YYZ";"ORD";"20:55:00";"21:43:00";"01:48:00";"Embraer";"190"
515;"UA";"ORD";"SMF";"19:45:00";"22:23:00";"04:38:00";"Boeing";"737-900"
516;"AC";"HNL";"YVR";"13:55:00";"21:40:00";"05:45:00";"Boeing";"737MAX"
516;"SQ";"SIN";"CCU";"19:00:00";"20:45:00";"04:15:00";"Airbus";"A330-300"
516;"UA";"SFO";"IAD";"09:30:00";"17:32:00";"05:02:00";"Boeing";"737-800"
517;"AC";"YVR";"HNL";"08:20:00";"12:54:00";"06:34:00";"Boeing";"737MAX"
517;"CZ";"PVG";"ICN";"12:15:00";"15:20:00";"02:05:00";"Airbus";"A321"
517;"SQ";"CCU";"SIN";"22:00:00";"04:45:00";"04:15:00";"Airbus";"A330-300"
517;"UA";"SFO";"IAD";"16:41:00";"00:29:00";"04:48:00";"Boeing";"737-800"
518;"AC";"HNL";"YVR";"23:25:00";"07:10:00";"05:45:00";"Boeing";"737MAX"
518;"CZ";"ICN";"PVG";"16:20:00";"17:30:00";"02:10:00";"Airbus";"A321"
518;"UA";"ORD";"PDX";"19:46:00";"22:21:00";"04:35:00";"Boeing";"737-900"
519;"AC";"YVR";"HNL";"17:50:00";"22:24:00";"06:34:00";"Boeing";"737MAX"
519;"UA";"ORD";"LAS";"12:51:00";"14:50:00";"03:59:00";"Boeing";"737-900"
520;"AC";"YYZ";"BOS";"06:30:00";"08:01:00";"01:31:00";"Embraer";"190"
520;"UA";"MSY";"IAH";"12:00:00";"13:18:00";"01:18:00";"Boeing";"737-900"
521;"AC";"BOS";"YYZ";"08:40:00";"10:36:00";"01:56:00";"Embraer";"190"
521;"LH";"MEX";"MUC";"10:55:00";"05:05:00";"11:10:00";"Airbus";"A350-900"
521;"UA";"ORD";"SLC";"12:46:00";"15:19:00";"03:33:00";"Boeing";"737-900"
522;"AC";"YYZ";"BOS";"08:15:00";"09:46:00";"01:31:00";"Embraer";"190"
522;"UA";"SFO";"PDX";"22:46:00";"00:34:00";"01:48:00";"Boeing";"737-900"
523;"AC";"BOS";"YYZ";"10:25:00";"12:21:00";"01:56:00";"Embraer";"190"
523;"UA";"PHX";"ORD";"12:34:00";"16:57:00";"03:23:00";"Airbus";"A320"
525;"UA";"SFO";"LAX";"17:00:00";"18:33:00";"01:33:00";"Boeing";"737-800"
526;"AC";"YYZ";"BOS";"16:50:00";"18:21:00";"01:31:00";"Embraer";"190"
527;"AC";"BOS";"YYZ";"19:05:00";"21:00:00";"01:55:00";"Embraer";"190"
527;"UA";"RSW";"IAH";"07:15:00";"08:42:00";"02:27:00";"Boeing";"737-800"
528;"SQ";"SIN";"MAA";"20:20:00";"22:00:00";"04:10:00";"Airbus";"A330-300"
528;"UA";"LAX";"ORD";"14:55:00";"20:53:00";"03:58:00";"Boeing";"737-900"
529;"SQ";"MAA";"SIN";"23:15:00";"05:55:00";"04:10:00";"Airbus";"A330-300"
529;"UA";"IAH";"OKC";"15:15:00";"16:43:00";"01:28:00";"Boeing";"737-700"
530;"SQ";"SIN";"AMD";"18:40:00";"21:50:00";"05:40:00";"Airbus";"A330-300"
530;"UA";"IAH";"SAT";"19:45:00";"20:48:00";"01:03:00";"Boeing";"737-900"
531;"SQ";"AMD";"SIN";"23:05:00";"07:15:00";"05:40:00";"Airbus";"A330-300"
531;"UA";"LAX";"LAS";"13:39:00";"14:48:00";"01:09:00";"Boeing";"737-900"
532;"UA";"ORD";"BOS";"11:40:00";"14:51:00";"02:11:00";"Boeing";"737-900"
533;"UA";"ORD";"LGA";"16:00:00";"19:10:00";"02:10:00";"Airbus";"A319"
534;"UA";"HNL";"LAX";"21:45:00";"05:05:00";"05:20:00";"Boeing";"737-900"
535;"UA";"SFO";"EWR";"11:00:00";"19:23:00";"05:23:00";"Boeing";"757-200"
536;"AC";"OGG";"YVR";"23:50:00";"07:20:00";"05:30:00";"Boeing";"737MAX"
536;"UA";"BIL";"DEN";"15:00:00";"16:22:00";"01:22:00";"Airbus";"A319"
537;"AC";"YVR";"OGG";"18:30:00";"22:51:00";"06:21:00";"Boeing";"737MAX"
537;"UA";"DFW";"EWR";"13:45:00";"18:07:00";"03:22:00";"Boeing";"737-700"
538;"UA";"EWR";"MSY";"18:34:00";"20:50:00";"03:16:00";"Airbus";"A320"
539;"UA";"SFO";"OGG";"15:22:00";"18:59:00";"05:37:00";"Boeing";"737-800"
540;"AC";"SEA";"YYZ";"08:00:00";"15:31:00";"04:31:00";"Airbus";"A318"
540;"UA";"SFO";"IAH";"07:25:00";"13:08:00";"03:43:00";"Boeing";"737-800"
541;"AC";"YYZ";"SEA";"18:45:00";"21:13:00";"05:28:00";"Airbus";"A318"
541;"UA";"MCO";"IAD";"12:30:00";"14:31:00";"02:01:00";"Boeing";"737-900"
542;"LH";"FRA";"BOG";"13:25:00";"19:15:00";"11:50:00";"Airbus";"A340-600"
542;"UA";"IAD";"DEN";"16:05:00";"18:05:00";"04:00:00";"Boeing";"737-800"
543;"LH";"BOG";"FRA";"21:05:00";"14:15:00";"11:10:00";"Airbus";"A340-600"
543;"UA";"EWR";"TPA";"09:45:00";"12:40:00";"02:55:00";"Boeing";"757-200"
544;"UA";"DEN";"RDU";"17:45:00";"22:57:00";"03:12:00";"Boeing";"737-800"
545;"UA";"DEN";"IAH";"12:36:00";"15:49:00";"02:13:00";"Boeing";"737-900"
546;"UA";"SAN";"IAD";"08:12:00";"15:46:00";"04:34:00";"Boeing";"757-200"
547;"UA";"YYZ";"ORD";"07:40:00";"08:38:00";"01:58:00";"Airbus";"A320"
548;"AC";"YVR";"EWR";"08:45:00";"16:39:00";"04:54:00";"Boeing";"787-9"
548;"UA";"LAS";"EWR";"06:53:00";"14:36:00";"04:43:00";"Airbus";"A320"
549;"AC";"EWR";"YVR";"18:15:00";"21:04:00";"05:49:00";"Boeing";"787-9"
549;"UA";"ORD";"PDX";"12:50:00";"15:30:00";"04:40:00";"Airbus";"A320"
550;"AC";"YVR";"LAX";"08:40:00";"11:37:00";"02:57:00";"Airbus";"A319"
550;"LX";"ZRH";"BOD";"07:15:00";"08:55:00";"01:40:00";"Embraer";"190"
550;"UA";"BNA";"ORD";"13:00:00";"14:45:00";"01:45:00";"Airbus";"A319"
551;"AC";"LAX";"YVR";"07:00:00";"10:01:00";"03:01:00";"Airbus";"A319"
551;"LX";"BOD";"ZRH";"09:45:00";"11:25:00";"01:40:00";"Embraer";"190"
551;"UA";"ORD";"CVG";"21:10:00";"23:23:00";"01:13:00";"Airbus";"A319"
552;"AC";"YVR";"LAX";"10:30:00";"13:27:00";"02:57:00";"Boeing";"737MAX"
552;"UA";"ORD";"OMA";"15:40:00";"17:18:00";"01:38:00";"Airbus";"A320"
553;"AC";"LAX";"YYC";"10:50:00";"14:56:00";"03:06:00";"Airbus";"A319"
554;"AC";"YVR";"LAX";"13:55:00";"16:49:00";"02:54:00";"Airbus";"A320"
554;"UA";"DEN";"YYZ";"09:50:00";"15:05:00";"03:15:00";"Airbus";"A319"
555;"AC";"LAX";"YVR";"14:25:00";"17:25:00";"03:00:00";"Boeing";"737MAX"
555;"UA";"SAN";"ORD";"10:59:00";"16:58:00";"03:59:00";"Boeing";"737-800"
556;"AC";"YVR";"LAX";"15:45:00";"18:39:00";"02:54:00";"Airbus";"A319"
556;"LX";"ZRH";"BOD";"17:30:00";"19:10:00";"01:40:00";"Bombardier";"CS100"
556;"UA";"ORD";"BDL";"14:45:00";"17:50:00";"02:05:00";"Airbus";"A319"
557;"AC";"LAX";"YVR";"17:35:00";"20:30:00";"02:55:00";"Airbus";"A320"
557;"LX";"BOD";"ZRH";"19:50:00";"21:30:00";"01:40:00";"Bombardier";"CS100"
557;"UA";"IAH";"EWR";"10:00:00";"14:20:00";"03:20:00";"Boeing";"777-200"
558;"UA";"ORD";"MSY";"21:20:00";"23:39:00";"02:19:00";"Boeing";"737-800"
559;"UA";"LAS";"DEN";"10:10:00";"13:00:00";"01:50:00";"Airbus";"A320"
560;"UA";"IAD";"SFO";"15:33:00";"18:30:00";"05:57:00";"Boeing";"737-900"
561;"LH";"LAD";"FRA";"22:55:00";"07:25:00";"08:30:00";"Airbus";"A330-300"
561;"UA";"JAX";"IAH";"11:45:00";"13:16:00";"02:31:00";"Airbus";"A319"
562;"UA";"DEN";"SNA";"19:05:00";"20:29:00";"02:24:00";"Boeing";"737-800"
563;"AC";"SFO";"YVR";"10:20:00";"12:39:00";"02:19:00";"Airbus";"A320"
563;"UA";"ORD";"YVR";"19:35:00";"22:17:00";"04:42:00";"Boeing";"737-800"
564;"UA";"DEN";"MCO";"09:56:00";"15:19:00";"03:23:00";"Boeing";"737-900"
